"","name", "dam", "sire", "sex", "year"
"1859","Arddun Berger Bleu Des Anges","Mosegården's Dust on a Blue Sky","Gowerston Challenger"," Male", 2005 
"1860","Arddun Bijou Bleu Des Anges","Mosegården's Dust on a Blue Sky","Gowerston Challenger"," Female", 2005 
"1861","Arddun Boh�me Avec Bravos Des Anges","Mosegården's Dust on a Blue Sky","Gowerston Challenger"," Male", 2005 
"1862","Arddun Brise Bleu des Anges","Mosegården's Dust on a Blue Sky","Gowerston Challenger"," Female", 2005 
"1863","Arddun Cafe Avec Cognac","Kilvroch Cara","Johann vom B�kerhook"," Male", 2012 
"1864","Arddun Coco de la Cara","Kilvroch Cara","Johann vom B�kerhook"," Female", 2012 
"1865","Arddun Comet du Ciel","Kilvroch Cara","Johann vom B�kerhook"," Male", 2012 
"1866","Arddun Comme Ci Comme Ca","Kilvroch Cara","Johann vom B�kerhook"," Male", 2012 
"1867","Arddun Copain Celleri","Kilvroch Cara","Johann vom B�kerhook"," Male", 2012 
"1868","Arddun Copine Carrot","Kilvroch Cara","Johann vom B�kerhook"," Female", 2012 
"1869","Arddun Creme du Caviar","Kilvroch Cara","Johann vom B�kerhook"," Male", 2012 
"1870","Arddun Crouton du Caeur","Kilvroch Cara","Johann vom B�kerhook"," Male", 2012 
"1871","Arddun Darwin Deluxe","Blåtirans Gry Gomorron","Clovertrails I Walk The Line"," Male", 2017 
"1872","Arddun Deva de la Demi-Lune","Blåtirans Gry Gomorron","Clovertrails I Walk The Line"," Female", 2017 
"1873","Arddun Dirch Le grand Danois","Blåtirans Gry Gomorron","Clovertrails I Walk The Line"," Male", 2017 
"1874","Arddun Drop of Dawn","Blåtirans Gry Gomorron","Clovertrails I Walk The Line"," Female", 2017 
"1875","Arddun Duchesse de Dots douce","Blåtirans Gry Gomorron","Clovertrails I Walk The Line"," Female", 2017 
"1876","Arddun La Dame de Pique devine","Blåtirans Gry Gomorron","Clovertrails I Walk The Line"," Female", 2017 
"1877","Arden Brno - Frost","Uszaki Empress Brilliant","Addanc Lucky Veles"," Male", 2011 
"1878","Aregola D Arte","",""," ", 
"1879","Aregola D'Arte","Uszaki Lets Dance","Coedwig's Malachite RN HXAds STDc HTADIIIds OTDc ATDds HTDI-D,S VC ROMG"," Female", 2018 
"1880","Arella di Castel Martini","Beckrow Barsheba","Rozavel Blue Scene"," ", 1975 
"1881","Arena Z Ticheho Udoli","Tifatina-Lisiura Controversia","Andre Corlan Gi"," Female", 
"1882","Arend v. Wikatro","Vivian of the Green Beret","Lees Blackberry"," Male", 
"1883","Ares","Verdidas Aberdeen","Deavitte Oakleaf"," Male", 1997 
"1884","Ares Brno - Frost","Uszaki Empress Brilliant","Addanc Lucky Veles"," Male", 2011 
"1885","Ares CC Armageddon IT","Buckaroo's Funny Bunny","Pooh's Mac CC God of War"," Male", 2009 
"1886","Ares CC The Sport Of War","Buckaroo's Funny Bunny","Pooh's Mac CC God of War"," Male", 2009 
"1887","Ares CC The Sport Of War","",""," ", 
"1888","Ar�s Od Modr�ho Joh�nka","Born To Be Happy In Czech Republic Gaucho","Andre Corlan Gi"," Female", 2009 
"1889","Ares Velikiy Voin","Dafné Gyvates Asara","Brynlluan The Sorcerer"," Male", 2018 
"1890","Ares z Irexu","Brawos Bis Dzierlatka Lisiura","Geestland's Solo Song"," Male", 2009 
"1891","Arglwydd","Llys-y-Drindod","Gwron"," Male", 
"1892","Arglwydd Brodryk ap Cadnawes","Coedwig's Pecanvalley Legal Eagle","Gatewyns Art of Styles"," Male", 2002 
"1893","Argo Od Modr�ho Joh�nka","Born To Be Happy In Czech Republic Gaucho","Andre Corlan Gi"," Male", 2009 
"1894","Argo v.d. Matten","Daisy v. Voerder L�ndchen","Jezalin Top Jester"," Male", 1985 
"1895","Argo vom Findlingsbrunnen","Jezalin Miss Mink","Jezalin Maestro"," Male", 1979 
"1896","Argos","Verdidas Aberdeen","Deavitte Oakleaf"," Male", 1997 
"1897","Argos","Hashfan Parvoline Plaz","Greg's Boy of Robgwen"," Male", 1986 
"1898","Ari vom Forster Nei�eland","Fest Gina Prima Aprilis","Johann vom B�kerhook"," Female", 2009 
"1899","Arian","Welshclan's Jaunty Jessica","Flanagen Em v.d. Bockm�hle"," ", 2005 
"1900","Arian Byw","Mari Pantyderi","Hannaford Mischief"," Female", 1949 
"1901","Arian Farms Anwen","Arian Farms Elowyn","Chaos's Jack of Hearts RN HSAs"," Female", 2010 
"1902","Arian Farms Bella Notte","Pecan Valley Princess","Pecan Valley Panda"," Female", 2003 
"1903","Arian Farms Bree","Arian Farms Anwen","Davenitch Jacob's Ladder"," Female", 2014 
"1904","Arian Farms Dewi Vaughn","Arian Farms Elowyn","Chaos's Jack of Hearts RN HSAs"," Male", 2010 
"1905","Arian Farms Elowyn","Pecan Valley Princess","Pecan Valley Panda"," Female", 2003 
"1906","Arian Farms Emma Lynn","Pecan Valley Princess","Pecan Valley Panda"," Female", 2003 
"1907","ARIAN Lisie Pysie","Welshclan's Jaunty Jessica","Flanagen Em v.d. Bockm�hle"," Female", 2005 
"1908","Ariancledd Cellwair","Swansea Fianuala","Llanfair's Smoky The Bear UD"," Male", 1972 
"1909","Ariancledd Gordon","Swansea Fianuala","Llanfair's Smoky The Bear UD"," Male", 1972 
"1910","Ariancledd Gwynedd Of Kimo","Swansea Fianuala","Llanfair's Smoky The Bear UD"," Female", 1972 
"1911","Ariancledd Mermaid Of Bethan","",""," Female", 1971 
"1912","Arianrhod Lucky Veles","Dakota Corlan Gi","Yardican Cardiridge Noki Niilo"," Female", 2006 
"1913","Ariblue di Castel Martini","Beckrow Barsheba","Rozavel Blue Scene"," ", 1975 
"1914","Ariel","Imago's One Pretty Finn","Imago's Xmas Party"," Female", 2010 
"1915","Ariel","Spotlight","Geestland's Vulpine Villain"," Female", 2013 
"1916","Arien of Valley of Respite","Cymreiges Cirila Du Shining Sirius","Brastias Shining Sirius"," Female", 2017 
"1917","Arik aus dem Feenring","Audrey from the Stone of Scone","Gowerston Graduate"," Male", 2012 
"1918","Aristotle","Tasakin Doris Day","Mackinlay's Lefi"," Male", 1995 
"1919","Arktur Yarkaya Zvezda","Dafné Gyvates Asara","Brynlluan The Sorcerer"," Male", 2018 
"1920","Arlas Of Bronant","Farlsdale's Blue Gem de Noel","Ner Ddu"," Male", 
"1921","Arlwyddes","Llys-y-Drindod","Gwron"," Female", 
"1922","Arman","Angels of Wales Beauty","Dom Elfov Ratebor"," Male", 2017 
"1923","Arnarmo of Valley of Respite","Cymreiges Cirila Du Shining Sirius","Brastias Shining Sirius"," Male", 2017 
"1924","Arne","Godthaablunds E. Freja","Corgihuset Gismo"," Male", 2016 
"1925","Arne Brno - Frost","Uszaki Empress Brilliant","Addanc Lucky Veles"," Female", 2011 
"1926","Arnica Montana Alice In Wonderland","Arnica Montana Mayfair","Lulubelle's Intelligent Inspector"," Female", 2017 
"1927","Arnica Montana Brentford","Haapatassun Aamun Suukko","Imago's King Of Spades"," Male", 2016 
"1928","Arnica Montana Camille","Haapatassun Aamun Suukko","Mythmakers Wilhelm Tell"," Female", 2017 
"1929","Arnica Montana Chelsea","Haapatassun Aamun Suukko","Imago's King Of Spades"," Female", 2016 
"1930","Arnica Montana Chloe","Haapatassun Aamun Suukko","Mythmakers Wilhelm Tell"," Female", 2017 
"1931","Arnica Montana Dumbo","Arnica Montana Mayfair","Lulubelle's Intelligent Inspector"," Male", 2017 
"1932","Arnica Montana Ginger","Arnica Montana Chelsea","Lulubelle's Intelligent Inspector"," Female", 2017 
"1933","Arnica Montana Hazel","Arnica Montana Chelsea","Lulubelle's Intelligent Inspector"," Female", 2017 
"1934","Arnica Montana Imogen","Haapatassun Aamun Suukko","Mythmakers Wilhelm Tell"," Female", 2017 
"1935","Arnica Montana Kensington","Haapatassun Aamun Suukko","Imago's King Of Spades"," Male", 2016 
"1936","Arnica Montana King Arthur","Arnica Montana Mayfair","Lulubelle's Intelligent Inspector"," Male", 2017 
"1937","Arnica Montana Little Red Ridinghood","Arnica Montana Mayfair","Lulubelle's Intelligent Inspector"," Female", 2017 
"1938","Arnica Montana Lucinda","Arnica Montana Chelsea","Lulubelle's Intelligent Inspector"," Female", 2017 
"1939","Arnica Montana Mayfair","Haapatassun Aamun Suukko","Imago's King Of Spades"," Female", 2016 
"1940","Arnica Montana Milton","Haapatassun Aamun Suukko","Mythmakers Wilhelm Tell"," Male", 2017 
"1941","Arnica Montana Paddington","Haapatassun Aamun Suukko","Imago's King Of Spades"," Male", 2016 
"1942","Arnica Montana Piccadilly","Haapatassun Aamun Suukko","Imago's King Of Spades"," Male", 2016 
"1943","Arnica Montana Prince Charming","Arnica Montana Mayfair","Lulubelle's Intelligent Inspector"," Male", 2017 
"1944","Arnica Montana Robin Hood","Arnica Montana Mayfair","Lulubelle's Intelligent Inspector"," Male", 2017 
"1945","Arnica Montana Rupert","Arnica Montana Chelsea","Lulubelle's Intelligent Inspector"," Male", 2017 
"1946","Arnica Montana Stella","Arnica Montana Chelsea","Lulubelle's Intelligent Inspector"," Female", 2017 
"1947","Arnica Montana Wellington","Arnica Montana Chelsea","Lulubelle's Intelligent Inspector"," Male", 2017 
"1948","Arnica Montana William","Arnica Montana Chelsea","Lulubelle's Intelligent Inspector"," Male", 2017 
"1949","Arnica Montana Windsor","Haapatassun Aamun Suukko","Imago's King Of Spades"," Male", 2016 
"1950","Arnica Montana Winston","Haapatassun Aamun Suukko","Mythmakers Wilhelm Tell"," Male", 2017 
"1951","Arnica Montana Zoe","Haapatassun Aamun Suukko","Mythmakers Wilhelm Tell"," Female", 2017 
"1952","Arno aus dem Feenring","Audrey from the Stone of Scone","Gowerston Graduate"," Male", 2012 
"1953","Arnold","Bunny","Sankt-Cardis Bram"," Male", 1981 
"1954","Arnoldo El Corgi Amoroso","April de Tichelaar corgi","Verdidas Gillis To Immes"," Male", 2012 
"1955","Arnostale of Valley of Respite","Cymreiges Cirila Du Shining Sirius","Brastias Shining Sirius"," Female", 2017 
"1956","Arnwen All About Me","Damlen Hot Strawberry","Ringinglow Fine N Dandy (Imp UK)"," Male", 
"1957","Arnwye Beau Bruno","Westavon Gala Girl","Leycaswa Pavo"," Male", 
"1958","Arnwye Damien","Arnwye Gold Lace","Arnwye Merich"," Male", 
"1959","Arnwye Gold Lace","Westavon Gala Girl","Leycaswa Pavo"," Female", 
"1960","Arnwye Honey","Westavon Gala Girl","Tallia The Greatest"," Female", 
"1961","Arnwye Merich","Westavon Gala Girl","Kentwood Fronwen"," Male", 
"1962","Arnwye Russell","Westavon Gala Girl","Arnwye Merich"," Male", 
"1963","Aron Brno - Frost","Uszaki Empress Brilliant","Addanc Lucky Veles"," Male", 2011 
"1964","Aron Od Modr�ho Joh�nka","Born To Be Happy In Czech Republic Gaucho","Andre Corlan Gi"," Male", 2009 
"1965","ARON Rajska Kraina (FCI)","KURKUMA z Domu Polanki (FCI)","EL DORADO Gaucho"," Male", 2017 
"1966","Aros Beauty","Tir Jenkins Pride","Clemox Carioca"," Female", 
"1967","Arragorn's Southern Belle","Aragorn's Enchanted Crystal","Aragorn Gwindor Of Dreahook AM CD"," Female", 1991 
"1968","Arrawn's Last Dance RA HSAs","Dobcarr's C'Est Si Bon PT","Ravynwood's Arrawn's Ap Pwca PT"," Female", 2002 
"1969","Arrow","Tasakin Doris Day","Mackinlay's Lefi"," Male", 1995 
"1970","Arrow aimed at my heart","Newcard's Rose Rhapsody","Urodzinowy Upominek Controversia"," Male", 2014 
"1971","Arrowood Blackbird","Ringinglow Starling at Arrowood","Gwenlais Caleb at Salroyd"," Female", 1987 
"1972","Arrowood Blackcap","Ringinglow Starling at Arrowood","Gwenlais Caleb at Salroyd"," Male", 1987 
"1973","Arrowood Elfor Leather","Ringinglow Starling at Arrowood","Gwenlais Caleb at Salroyd"," Male", 1989 
"1974","Arrowood Heaven Sent","Ringinglow Starling at Arrowood","Gwenlais Caleb at Salroyd"," Female", 1989 
"1975","Arrowood Kestral","Ringinglow Starling at Arrowood","Gwenlais Caleb at Salroyd"," Male", 1987 
"1976","Arrowood Midnight Melody","Ringinglow Starling at Arrowood","Wendac Legend"," Female", 1984 
"1977","Arrowood Wagtail","Ringinglow Starling at Arrowood","Gwenlais Caleb at Salroyd"," Male", 1987 
"1978","Art &amp; Doris' Mini Sequoia","Aurigan Mantle Cleopatra","Claymore's Shere Khan"," Male", 2005 
"1979","Artans Carla Coral","Imago's Daylight","Beckrow Barleycorn"," Female", 1992 
"1980","Artans Clair Voyant","Imago's Daylight","Beckrow Barleycorn"," Female", 1992 
"1981","Artans Colon Dorian","Imago's Daylight","Beckrow Barleycorn"," Female", 1992 
"1982","Artans Comic Chaos","Imago's Daylight","Beckrow Barleycorn"," Male", 1992 
"1983","Artans Como Sheva","Imago's Daylight","Beckrow Barleycorn"," Male", 1992 
"1984","Artans Cosma Shiva","Imago's Daylight","Beckrow Barleycorn"," Male", 1992 
"1985","Artans Cosmic Comet","Imago's Daylight","Beckrow Barleycorn"," Male", 1992 
"1986","Arte Ammie of Valley of Respite","Cymreiges Cirila Du Shining Sirius","Brastias Shining Sirius"," Female", 2017 
"1987","Artemida Lunnaya Noch","Dafné Gyvates Asara","Brynlluan The Sorcerer"," Female", 2018 
"1988","Artemis","Verdidas Aberdeen","Deavitte Oakleaf"," Female", 1997 
"1989","Artemis","Claudia Cardi","Sirax Copperfield"," Male", 1979 
"1990","Artful Dodger Of Carey","Lucky Lace Of Carey","Just One for Luck of Carey"," Male", 
"1991","Arth Yr Brymore","Kentwood Eirowyn","Parmel Bryn"," Male", 1963 
"1992","Arthemus de la Cite des Grands Feux","Souci des Mousquetaires de l'Arms' Park","Bethwyn Beau Brummell"," Male", 
"1993","Arthen Fach Yr Ail","Welsh Maid","Marchog Pennant"," Female", 
"1994","Arthenarwel","Puksipuun Arizona Trial","Big-Wood's Queshi Quardian"," Male", 2001 
"1995","Arthur","Yardican IFly ROMG ROMV-G","Davenitch Archangel Michael"," Male", 2009 
"1996","Arthur","Chandler's Pluperfect Pounce","Kennebec Ice Anchor ROMg"," Male", 1993 
"1997","Arthur","Great Magic's Everlasting of Love","Blondie's Dusk To Dawn"," Male", 2010 
"1998","Arthur vom Forster Nei�eland","Fest Gina Prima Aprilis","Johann vom B�kerhook"," Male", 2009 
"1999","Arthur vom Holledauer Bockerl","Ophelia zur Emsf�hre","Rubad-Harrow Brython"," Male", 2009 
"2000","Artie from the stone of scone","Indigo Girl Indira v. d. Bockm�hle","Ken zur Emsf�hre"," Male", 2008 
"2001","Artorius","Vistruphus Cassie","Strandengen's Herkules"," Male", 2015 
"2002","Arttu","Imago's One Pretty Finn","Imago's Xmas Party"," Male", 2010 
"2003","Art� di Castel Martini","Beckrow Barsheba","Rozavel Blue Scene"," ", 1975 
"2004","Artu� Lucky Veles","Dakota Corlan Gi","Yardican Cardiridge Noki Niilo"," Male", 2006 
"2005","Arvid aus dem Feenring","Audrey from the Stone of Scone","Gowerston Graduate"," Male", 2012 
"2006","Arwen","All Trade Chorizo","All Trade Fire Engine"," Female", 2003 
"2007","Arwen of Valley of Respite","Cymreiges Cirila Du Shining Sirius","Brastias Shining Sirius"," Female", 2017 
"2008","Arwen vom Forstwinkel","Aster vom Holledauer Bockerl","Ethan from the Wonderful Oz"," Female", 2011 
"2009","Arwr","Gwenllian","Tyddynwr"," Male", 1935 
"2010","Arylan Aelwyd Front Page News","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Female", 2005 
"2011","Arylan Aint Misbehavin","Arylan Flower Belle","Arylan World Traveler"," Male", 2017 
"2012","Arylan Annie Get Your Gun","Arylan Flower Belle","Arylan World Traveler"," Female", 2017 
"2013","Arylan Blue Nautilus","Eklectic Arylan Chiquita Banana","Northstar's All Jazzed Up"," Male", 2010 
"2014","Arylan Calling An Audible","Eklectic Arylan Secret Alibi","Pecan Valley Passage To Juneau"," Male", 2009 
"2015","Arylan Chickie's Darlin' Dylan","Eklectic Arylan Chiquita Banana","Arylan Custom Goldwing"," Male", 2012 
"2016","Arylan Cruisin Flyby","Arylan Papa Was A Rolling Stone","Arylan Silver Service"," Male", 2014 
"2017","Arylan Custom Goldwing","Arylan Flying Start","Arylan Mint Proof"," Male", 2010 
"2018","Arylan Daily Double","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Female", 2006 
"2019","Arylan Daring Debut","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Female", 2005 
"2020","Arylan Diamond Lil","Arylan Papa Was A Rolling Stone","Arylan Silver Service"," Female", 
"2021","Arylan Double Encore","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Female", 2006 
"2022","Arylan Double Whammy","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Female", 2006 
"2023","Arylan First Edition RN AM CD TD","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Male", 2005 
"2024","Arylan Flight From Justice BN RN","Arylan Flying Start","Mariels Flying Spirit RN"," Female", 2009 
"2025","Arylan Flower Belle","Arylan Papa Was A Rolling Stone","Arylan Silver Service"," Female", 2013 
"2026","Arylan Flying Start","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Female", 2005 
"2027","Arylan Flying the Colors at Solstice","Eklectic Arylan Chiquita Banana","Arylan Tribute to Liberty"," Female", 2009 
"2028","Arylan Fruity Pebbles","Eklectic Arylan Chiquita Banana","Arylan Custom Goldwing"," Female", 2012 
"2029","Arylan Gilded Lily","Eklectic Arylan Chiquita Banana","Arylan Tribute to Liberty"," Female", 2009 
"2030","Arylan Great Expectations","Arylan Papa Was A Rolling Stone","Northstar's All Jazzed Up"," Male", 2016 
"2031","Arylan Instant Replay","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Male", 2006 
"2032","Arylan Mint Proof","Eklectic Arylan Chiquita Banana","Arylan Tribute to Liberty"," Male", 2009 
"2033","Arylan Northstar Blu Puff A Smoke","Arylan Papa Was A Rolling Stone","Arylan Silver Service"," Female", 2014 
"2034","Arylan Opus One of Allegro","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Male", 2005 
"2035","Arylan Papa Was A Rolling Stone","Rhys Sweet Adeline","Arylan Mint Proof"," Female", 2011 
"2036","Arylan Papa's In The Pokey","Rhys Sweet Adeline","Arylan Mint Proof"," Female", 2011 
"2037","Arylan Ruby Mountain Serenity","Rhys Sweet Adeline","Arylan Mint Proof"," Male", 2011 
"2038","Arylan Secret Liaison","Eklectic Arylan Chiquita Banana","Northstar's All Jazzed Up"," Female", 2010 
"2039","Arylan Silver Service","Eklectic Arylan Chiquita Banana","Northstar's All Jazzed Up"," Male", 2010 
"2040","Arylan Sir Walter Riley","Rhys Sweet Adeline","Paradiddle Warrior Poet Of Blackduck"," Male", 2008 
"2041","Arylan Solstice Misty Mtn Mandolin","Aelwyd Arylan I Walk the Line","Mariels Flying Spirit RN"," Female", 2009 
"2042","Arylan Special Envoy to Aragorn","Eklectic Arylan Chiquita Banana","Northstar's All Jazzed Up"," Female", 2010 
"2043","Arylan Strike Up The Band","Paradiddle Coedwig's Encore","Paradiddle's Chain Reaction"," Male", 2005 
"2044","Arylan Tribute to Liberty","Rhys Sweet Adeline","Paradiddle Warrior Poet Of Blackduck"," Male", 2008 
"2045","Arylan Winston Mannion","Eklectic Arylan Chiquita Banana","Northstar's All Jazzed Up"," Male", 2010 
"2046","Arylan World Traveler","Liveoak Wisteria","Arylan Custom Goldwing"," Male", 2013 
"2047","Arylan's Fenian Warrior","Arylan Double Whammy","Raglan Oliver Of Arylan PT"," Male", 2008 
"2048","Arylan's Leila Mini Gau Mui","Eklectic Arylan Chiquita Banana","Northstar's All Jazzed Up"," Female", 2010 
"2049","Arylan's No Question","Eklectic Arylan Chiquita Banana","Northstar's All Jazzed Up"," Male", 2010 
"2050","Arylans Great Expectations","Arylan Papa Was A Rolling Stone","Northstar's All Jazzed Up"," Male", 2016 
"2051","Arylans Sense And Sensibility","Arylan Papa Was A Rolling Stone","Northstar's All Jazzed Up"," Female", 2016 
"2052","Ascha zur Haskenau","Bianka-Rozavel zur Coerm�hle","Lees Blackberry"," Female", 1979 
"2053","asd","",""," ", 
"2054","Asfan","Hashfan Parvoline Plaz","Greg's Boy of Robgwen"," Male", 1986 
"2055","Ash","Dilwel Sue Sue","Joseter Mudwin"," Male", 1975 
"2056","Ashleeves Shadrack","",""," Male", 
"2057","Ashton v.d.Bockmuhle","Floatin' Pollyanna","Indiana Jones Earl v.d Griffelhof"," Female", 1996 
"2058","Ask","Verdidas Aberdeen","Deavitte Oakleaf"," Male", 1997 
"2059","Ask for Aron from The Small Hill Rebels","Bonnie from the Stone of Scone","Blåtirans Gandalf The Gray"," Male", 2013 
"2060","Aska Beautiful Joy of Life","Charista Corlan Gi","Joy Transfer Hogarth Blue Horizon"," Female", 2015 
"2061","ASKLEPIOS Gratia Superis","Uszaki Dodzilla DUR IR","Uszaki Falkor Luck Dragon"," Male", 2013 
"2062","Asoka Bambi","Asoka Rozavel Rhiannon","Wendac Robgwen Midnight Special"," Female", 
"2063","Asoka Blue Branwen","Robgwen Blue Charm of Asoka","Asoka Morgan"," Female", 1976 
"2064","Asoka Brock","Asoka Rozavel Rhiannon","Wendac Robgwen Midnight Special"," Male", 1972 
"2065","Asoka Morgan","Asoka Bambi","Asoka Brock"," Male", 1973 
"2066","Asoka Rozavel Rhiannon","Rozavel Pandora","Rozavel Blue Glynt"," Female", 
"2067","Asoka Silver Spoon of Daleviz","Asoka Blue Branwen","Daleviz Nestor"," Male", 1979 
"2068","Aspen's Cadillac Diva","Tracers Racetta Clasy-Bluelace","Coedwig's Vestavia Luminescence CDX RAE PT OA OAJ OAP OJP ROMg"," Female", 1999 
"2069","Aspen's Patch Adams CD RE PT","Tracers Racetta Clasy-Bluelace","Coedwig's Vestavia Luminescence CDX RAE PT OA OAJ OAP OJP ROMg"," Male", 1999 
"2070","Aspin Skii Of Coedwig CD","Dorre Don's Saula Shalamon CDX","Dorre Don's Incorrigible AM CD"," Male", 1977 
"2071","Asseline","Athena","Hova Bonde's Ace Ventura"," Female", 2012 
"2072","Assi","Tasakin Camilla","Tasakin Dumbo"," Female", 1994 
"2073","Asta","Mandylay's Beauty Lola","Cardax Naylor"," Female", 1990 
"2074","Astarte","Hashfan Parvoline Plaz","Greg's Boy of Robgwen"," Male", 1986 
"2075","Aster vom Holledauer Bockerl","Ophelia zur Emsf�hre","Rubad-Harrow Brython"," Female", 2009 
"2076","Asterix","Quantum's Caisa","Smultronbackens Arnallt"," Male", 1993 
"2077","ASTERIX Zlote Psiaki FCI","CYRANKA Virgo Vestalis","Cool Adventure z Domu Polanki (FCI)"," Male", 2016 
"2078","Astersland Black Pearl","Trafox Rebel Queen","All Trade Gone Fishing"," Female", 2016 
"2079","Astersland Black Rebel","Trafox Rebel Queen","All Trade Gone Fishing"," Male", 2016 
"2080","Astersland Blue Heaven","Trafox Rebel Queen","All Trade Gone Fishing"," Female", 2016 
"2081","Astersland Blue Rhapsody","Trafox Rebel Queen","All Trade Gone Fishing"," Female", 2014 
"2082","Astersland Blue Romance","Trafox Rebel Queen","All Trade Gone Fishing"," Female", 2016 
"2083","Astersland Blue Storm Rising","Trafox Rebel Queen","All Trade Gone Fishing"," Male", 2016 
"2084","Astersland Blue Water Sailor","Trafox Rebel Queen","All Trade Gone Fishing"," Male", 2014 
"2085","Astersland Butterfly Effect","Astersland Unique Promises","Waggerland On The Spot"," Female", 2017 
"2086","Astersland Dark Winddancer","Trafox Rebel Queen","Guns 'n Roses Cymraeg Ci"," Female", 2012 
"2087","Astersland Fleur-de-Lis","Astersland Raindrops On Roses","Windwinner's A Night At The Opera"," Female", 2016 
"2088","Astersland Fly Me To The Moon","Trafox Rebel Queen","Guns 'n Roses Cymraeg Ci"," Female", 2012 
"2089","Astersland Get Groovy","Astersland Blue Romance","Coedwig's Chris Team Dream"," Male", 2018 
"2090","Astersland Get It On","Astersland Blue Romance","Coedwig's Chris Team Dream"," Female", 2018 
"2091","Astersland Get Lucky","Astersland Blue Romance","Coedwig's Chris Team Dream"," Female", 2018 
"2092","Astersland Get Me Wings","Astersland Blue Romance","Coedwig's Chris Team Dream"," Female", 2018 
"2093","Astersland Get Over It","Astersland Blue Romance","Coedwig's Chris Team Dream"," Female", 2018 
"2094","Astersland Get Ready","Astersland Blue Romance","Coedwig's Chris Team Dream"," Male", 2018 
"2095","Astersland Get Sirius","Astersland Blue Romance","Coedwig's Chris Team Dream"," Male", 2018 
"2096","Astersland Getting Serious","Astersland Blue Romance","Coedwig's Chris Team Dream"," Male", 2018 
"2097","Astersland Glorious Pearl","Astersland Unique Promises","Waggerland On The Spot"," Female", 2017 
"2098","Astersland Glorious Promise","Astersland Unique Promises","Waggerland On The Spot"," Female", 2017 
"2099","Astersland Glorious Spot","Astersland Unique Promises","Waggerland On The Spot"," Male", 2017 
"2100","Astersland Go Your Own Way","Trafox Rebel Queen","All Trade Gone Fishing"," Female", 2014 
"2101","Astersland Jazzy After Dusk","Astersland Unique Promises","Coedwig's Chris Team Dream"," Male", 2018 
"2102","Astersland Jazzy Black Pearl","Astersland Unique Promises","Coedwig's Chris Team Dream"," Female", 2018 
"2103","Astersland Jazzy Jewel","Astersland Unique Promises","Coedwig's Chris Team Dream"," Female", 2018 
"2104","Astersland Jazzy Maksherri","Astersland Unique Promises","Coedwig's Chris Team Dream"," Male", 2018 
"2105","Astersland Jazzy Spark","Astersland Unique Promises","Coedwig's Chris Team Dream"," Female", 2018 
"2106","Astersland Jazzy Touch","Astersland Unique Promises","Coedwig's Chris Team Dream"," Female", 2018 
"2107","Astersland Jazzy Zucchini","Astersland Unique Promises","Coedwig's Chris Team Dream"," Male", 2018 
"2108","Astersland Keep Promises","Trafox Rebel Queen","All Trade Hotdog"," Male", 2015 
"2109","Astersland King Olaf The White","Astersland Raindrops On Roses","Windwinner's A Night At The Opera"," Male", 2016 
"2110","Astersland Kiraly Matthias Corvinus","Astersland Raindrops On Roses","Windwinner's A Night At The Opera"," Male", 2016 
"2111","Astersland Little Milady Sunshine","Astersland Raindrops On Roses","Windwinner's A Night At The Opera"," Female", 2016 
"2112","Astersland Moonlight Madness","Trafox Rebel Queen","Guns 'n Roses Cymraeg Ci"," Female", 2012 
"2113","Astersland Never Promising Anything","Trafox Rebel Queen","All Trade Hotdog"," Female", 2015 
"2114","Astersland No Promises","Trafox Rebel Queen","All Trade Hotdog"," ", 2015 
"2115","Astersland Once In A Blue Moon","Trafox Rebel Queen","All Trade Gone Fishing"," Female", 2014 
"2116","Astersland One Way Ticket","Trafox Rebel Queen","All Trade Gone Fishing"," Male", 2014 
"2117","Astersland Prince Mio","Astersland Raindrops On Roses","Windwinner's A Night At The Opera"," Male", 2016 
"2118","Astersland Pure Promises","Trafox Rebel Queen","All Trade Hotdog"," Female", 2015 
"2119","Astersland Queen Lilian","Astersland Raindrops On Roses","Windwinner's A Night At The Opera"," Female", 2016 
"2120","Astersland Raindrops On Roses","Trafox Rebel Queen","Guns 'n Roses Cymraeg Ci"," Female", 2012 
"2121","Astersland Ride Like The Wind","Trafox Rebel Queen","Guns 'n Roses Cymraeg Ci"," Male", 2012 
"2122","Astersland Serious Moonlight","Trafox Rebel Queen","Guns 'n Roses Cymraeg Ci"," Male", 2012 
"2123","Astersland Star Effect","Astersland Unique Promises","Waggerland On The Spot"," Female", 2017 
"2124","Astersland Unique Promises","Trafox Rebel Queen","All Trade Hotdog"," Female", 2015 
"2125","Astersland Whispering Wind","Trafox Rebel Queen","Guns 'n Roses Cymraeg Ci"," Female", 2012 
"2126","Astersland Xotic Effect","Astersland Unique Promises","Waggerland On The Spot"," Female", 2017 
"2127","Astersland Xpress Effect","Astersland Unique Promises","Waggerland On The Spot"," Male", 2017 
